AWI000425z,J024755.37+553648.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000c52,J025149.66-244328.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000phh,J025614.05+040254.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000xbv,J025926.83+593531.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yk3,J030651.95+303136.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00062ic,J030854.20-185809.1,7911.74175022,81.5061714541,86.8716166389,None,None,None,4.21385310788e-10,7.137350562e-12,6.90659663173e-12,-2.17325015305,0.0150680145247,0.0151174697872,7.2736344168e-22,0.0,0.0
AWI00055vo,J031738.10+731810.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005w7o,J032429.84+341709.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ykd,J032448.99+283908.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005zy4,J032504.59+105835.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00062iw,J032555.87-355515.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000zqw,J032847.84+575556.1,4400.0,None,None,5.5,None,None,5.75120845915e-11,-4.77025568919e-13,1.09899304461e-12,0.735025818489,0.0112154069015,0.0115486225624,2.55496955429e-07,3.17217996407e-08,3.72555492393e-08
AWI0000mb7,J033337.91-072453.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000xcq,J033421.19+564343.6,4000.0,None,None,5.5,None,None,8.99127312439e-11,-3.41799423672e-12,4.36711003421e-12,-0.385706669255,0.010785916603,0.0111277836886,5.37456893656e-13,3.72126387605e-14,4.41724092306e-14
AWI0002d6a,J033549.39+641324.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00062j7,J033709.08-294948.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ylv,J033900.56+294145.6,6100.0,None,None,2.5,None,None,1.35518890705e-10,-1.88907704011e-11,2.18173487438e-11,-0.245358753992,0.0119307315743,0.0112856291275,1.3356914608e-11,2.45136218632e-12,2.6983273481e-12
AWI0005ylw,J033906.73+244209.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ylz,J034400.28+243324.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ym7,J034921.76+242251.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005zyr,J035007.87+095528.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ym9,J035157.43+255955.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005w9s,J035958.81+312901.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ymc,J040040.65+202447.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005zz5,J040238.47-004803.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00055vx,J040649.32+702738.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005ymi,J041249.03+193219.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0002ozm,J041517.47+505124.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00062df,J043026.69-431245.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0006006,J043217.75-133511.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI000600b,J043521.12-081730.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wbq,J043630.82+184215.2,5500.0,None,None,4.5,None,None,2.29719995964e-10,-2.35531090388e-12,6.18426947888e-12,-0.198034003497,0.0125822199038,0.0121819366913,2.97403139435e-11,4.10719727612e-12,4.67349019897e-12
AWI000600n,J043852.53-081329.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yn2,J044717.93+054717.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yn4,J045013.22+034100.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005zgy,J045245.95-062129.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wcl,J045519.57+163712.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005zh6,J050206.31-085046.6,3500.0,None,None,3.5,None,None,1.589817595e-10,-2.08969565224e-12,4.05780295278e-12,-0.780603533961,0.0126335476507,0.0127672610496,4.3719410837e-15,6.24570836323e-16,7.32978412109e-16
AWI0005wcz,J050610.47+062929.2,6300.0,None,None,2.5,None,None,1.79599523835e-10,1.57135612697e-12,1.13441541184e-12,-2.12192419006,0.0161378095922,0.015325574292,2.42567930699e-22,4.41576988987e-23,5.04782136979e-23
AWI0005zhi,J050730.59-061059.9,3500.0,None,None,2.5,None,None,2.38981024066e-10,-1.64417360483e-11,2.17041411372e-11,-1.07755920308,0.0127601540105,0.012260460359,3.48110824119e-16,4.90501385337e-17,5.47339626121e-17
AWI0005wd8,J051143.75+122012.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yo4,J051328.63-043910.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wdi,J051604.02+061852.6,3500.0,None,None,2.5,None,None,1.38902977466e-10,2.33026646355e-12,3.61125750124e-14,-0.873643500038,0.0126018463414,0.0119404632486,1.23356846284e-15,1.78284778952e-16,1.92289597248e-16
AWI0005wdq,J051740.83+090514.5,3800.0,None,None,2.5,None,None,1.34236219246e-10,1.65528483927e-12,8.82923370542e-13,-1.07491691706,0.013932793978,0.0137335626777,5.21656632079e-17,8.03801919645e-18,9.46363950097e-18
AWI0005yor,J052007.77-055046.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yp1,J052104.79-102057.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005we7,J052252.94+005557.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yp9,J052303.81-044043.7,4000.0,None,None,4.0,None,None,9.2592778654e-11,1.15852536109e-12,5.46114151528e-13,-1.09561514827,0.017127054699,0.0171918309906,2.59266382834e-17,4.88277679281e-18,6.05441255046e-18
AWI0005web,J052331.01-010423.6,5400.0,None,None,4.5,None,None,2.01195870379e-10,-1.04004323331e-11,1.44882677834e-11,-0.618668115028,0.0124308701719,0.0124085451173,1.62816037891e-13,2.2323953039e-14,2.61682469465e-14
AWI0005wee,J052408.04+022746.9,7023.63873772,129.276939938,133.986347543,None,None,None,1.58467057426e-10,4.14411482792e-12,4.21435998916e-12,-0.465446009997,0.0155574963158,0.0149866633251,1.22162636513e-12,4.52970994047e-13,5.18696197105e-13
AWI0005wef,J052411.19+033521.5,3700.0,None,None,4.0,None,None,1.09073714995e-10,9.75824753706e-13,9.49629361727e-13,-1.13315737959,0.0163356646994,0.01646410149,1.52190753733e-17,2.74777500646e-18,3.35698504054e-18
AWI0005ypj,J052437.25-084201.9,5200.0,None,None,3.0,None,None,2.88670513315e-10,2.39135271802e-12,2.17926150113e-12,0.0628960358027,0.0113021323904,0.0112024040934,4.66801077575e-10,5.77939460301e-11,6.62156863729e-11
AWI0005ypo,J052556.05-021601.5,3600.0,None,None,4.0,None,None,9.45347260449e-11,-2.86203373497e-12,4.55785197978e-12,-1.48161191644,0.0175825341784,0.0179363212977,1.63000204556e-19,3.21780084929e-20,4.0412014408e-20
AWI0005wex,J052617.32+055817.1,5100.0,None,None,2.5,None,None,3.8840872614e-11,4.481459982e-13,3.22698760778e-13,-0.0152840971237,0.0160032417688,0.016010313936,4.36370575118e-12,7.67400930547e-13,9.25752359515e-13
AWI0005ypv,J052653.64-100458.1,3400.0,None,None,4.0,None,None,1.20804639242e-10,1.17989590907e-12,9.60732438502e-13,-0.513020060463,0.0130203955576,0.0129170772756,5.57426236863e-14,8.08837223088e-15,9.31845206826e-15
AWI0005n0p,J052746.74+174407.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wfn,J052859.70+032148.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wfv,J052945.11+021539.6,2500.0,None,None,4.5,None,None,2.92915241063e-10,3.80661430048e-12,1.55035449619e-12,-1.1498243324,0.0142197696757,0.0138284226226,3.10483882165e-17,4.90423470323e-18,5.65959613923e-18
AWI0005wg8,J053020.90+004432.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005yqi,J053047.99-073132.4,3600.0,None,None,2.5,None,None,8.34553764189e-11,1.05093911841e-12,4.76869690937e-13,-1.0719100941,0.0172187552987,0.0173279244555,2.39162644499e-17,4.57258657541e-18,5.67100213052e-18
AWI0005wgp,J053224.00-050523.4,3600.0,None,None,5.5,None,None,1.53862694341e-10,2.09272631015e-11,-1.96767820424e-11,-1.31958058327,0.0142566341213,0.0149661987992,3.95260947614e-18,1.32050828506e-18,1.64712927015e-18
AWI0005wgs,J053225.66-034313.6,4200.0,None,None,4.5,None,None,6.88419532325e-11,2.67507075465e-12,-2.07022893908e-12,-1.0502410782,0.0173833416066,0.017432285829,3.87532808091e-17,2.67281617142e-17,3.26253871749e-17
AWI0005wi7,J053431.70-035151.2,4200.0,None,None,2.5,None,None,1.53597389415e-10,-1.27000017766e-12,3.07205915224e-12,-1.67045690718,0.0175636486634,0.0171630263257,4.0026178261e-20,7.69980699672e-21,9.44265203216e-21
AWI00055xe,J053523.12+594548.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wj7,J053525.11-064756.5,4100.0,None,None,2.5,None,None,7.13094086659e-11,2.5068864645e-13,-1.58085021878e-13,-1.12701174916,0.0144437597802,0.0150399514375,3.12040539988e-17,5.02015525622e-18,6.36090609315e-18
AWI0005wjy,J053552.02-061001.6,2900.0,None,None,5.5,None,None,4.06687534139e-10,-1.46419544554e-12,6.44575254984e-12,0.0744233995304,0.0118202842723,0.0121582662231,1.02025119995e-09,1.33152611759e-10,1.55724686575e-10
AWI0005wku,J053628.55+000445.6,5900.0,None,None,3.5,None,None,7.75567594532e-11,3.01761677911e-14,3.28729380119e-14,-0.674798883062,0.0128138546362,0.0130863794575,1.29725030661e-14,3.15314201673e-15,3.77278886278e-15
AWI00055xg,J053707.15+603636.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005wmu,J053805.25-011521.6,7000.0,None,None,5.5,None,None,1.47701944638e-10,-5.70733324657e-14,1.44924461732e-12,-0.402044092825,0.0127442044575,0.0128115318399,3.45599460626e-12,6.30664453114e-13,7.29723821754e-13
AWI0001qsl,J053815.82+374440.5,10320.4972884,100.416492798,100.116696784,None,None,None,2.37088412057e-10,3.00829824241e-12,2.98186199053e-12,-2.19992550924,0.0162697504577,0.0165329827396,3.08272195828e-22,0.0,0.0
AWI0005wnn,J053827.67-065453.6,4200.0,None,None,3.0,None,None,7.41474584732e-11,1.19715505975e-11,-1.1795038243e-11,-0.720094949466,0.0144342467805,0.0137966964215,4.506562006e-15,7.26260052913e-16,8.25508096166e-16
AWI0005wnz,J053839.81-025646.2,3500.0,None,None,5.5,None,None,1.29299029788e-10,1.28002629792e-12,4.87085139366e-13,-0.75614050766,0.0139429927801,0.0136594757723,2.57750268429e-15,3.98715236744e-16,4.66716586239e-16
AWI0005yrn,J053844.06-111411.1,5100.0,None,None,3.0,None,None,1.43976731407e-10,2.01978639765e-12,6.23456034788e-13,-0.589893476413,0.0111594479438,0.0114275505024,5.51466389276e-14,6.93544366102e-15,7.93161200242e-15
AWI0005wox,J053926.39-021503.3,3900.0,None,None,4.5,None,None,8.98914492944e-11,-4.67525479888e-13,1.50562002905e-12,-0.419443671426,0.0140094019856,0.0138660242421,2.0173732254e-13,3.12444667046e-14,3.66805063806e-14
AWI0005wpr,J054006.72-061618.9,3800.0,None,None,4.0,None,None,1.46369970275e-10,-1.52806705961e-12,3.7702079938e-12,-0.8195700079,0.0130919226691,0.0130576860293,2.12463857281e-15,3.11920088941e-16,3.56468895789e-16
AWI0005yrp,J054011.76-094211.1,5300.0,None,None,5.0,None,None,1.33664397016e-10,-1.46700832208e-11,1.77226563222e-11,-0.399074611885,0.011246444386,0.0113945884138,1.86552013504e-12,2.2385536644e-13,2.57670808965e-13
AWI0005wsf,J054214.29-075835.1,3700.0,None,None,2.5,None,None,1.09290555785e-10,-1.74161405971e-12,2.95462050133e-12,-0.760071394146,0.0115963329493,0.0119038746004,4.73145555858e-15,6.13376287869e-16,7.20591377919e-16
AWI0005wsk,J054227.76-100151.2,3900.0,None,None,3.0,None,None,1.90722168731e-10,-8.28643623077e-13,3.67808053266e-12,-0.26886117758,0.0106239169956,0.0107160687102,9.00103490148e-12,1.0386232336e-12,1.18082372298e-12
AWI0005e72,J054259.80+445105.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0003lz9,J054330.38+251724.4,8984.21792461,134.268443995,135.715097647,None,None,None,2.06402750706e-10,3.94350980753e-12,3.99717693231e-12,-1.95640194797,0.0186559284622,0.0193240840022,5.7567894921e-21,0.0,0.0
AWI00055xr,J054733.26+521144.5,6400.0,None,None,2.5,None,None,1.90425599303e-10,1.70367477501e-12,8.90419450418e-13,-1.96636201542,0.0136258412966,0.0135785195374,2.5686872594e-21,3.9671766872e-22,4.64685038844e-22
AWI0005zil,J055417.57-383951.1,5011.97339711,290.740721,345.439446055,None,None,None,8.18715753952e-11,5.60223446841e-12,5.71888545773e-12,-0.938178039232,0.0175731081387,0.0182497054788,2.01712135792e-16,0.0,2.22044604925e-16
AWI0005wvr,J055720.57-134921.9,4300.0,None,None,5.5,None,None,1.33137264047e-10,-1.90296944296e-12,3.46339438705e-12,-0.69394517982,0.0111030400802,0.0108229466988,1.35779755113e-14,1.71834029176e-15,1.8842387774e-15
AWI0005ww1,J055804.52-141457.4,6200.0,None,None,2.5,None,None,5.71415111972e-11,1.95004412703e-13,4.1296333552e-13,-0.58776290469,0.0165944170933,0.0167664972304,6.50286653846e-15,1.18086718836e-15,1.45594385239e-15
AWI0005wwi,J055924.43-145421.8,6200.0,None,None,4.0,None,None,5.30028969131e-11,6.31240934431e-13,4.01323020839e-13,-0.654311767206,0.0153265171219,0.0150669381523,3.94788557883e-15,6.66916986007e-16,7.9634587006e-16
AWI0003lzu,J060325.99+172444.3,7201.56530187,103.463459157,102.632333215,None,None,None,1.8361825774e-10,3.76717082607e-12,3.6814273465e-12,-1.88589318965,0.0224776253906,0.0221990031213,7.27479519235e-21,0.0,0.0
AWI0005ag4,J062612.83+473232.1,6200.0,None,None,5.0,None,None,9.57299205301e-11,-3.19326075362e-12,4.75798243003e-12,-0.476294186435,0.0111050407032,0.0107340954611,4.75232955671e-13,5.84806958473e-14,6.51988764621e-14
AWI0001a1v,J064151.08+100144.6,11233.7102772,146.242890799,161.203754087,None,None,None,7.49970299051e-11,1.38345458323e-12,1.35298340009e-12,-1.9264372772,0.0189800381741,0.0193684658265,1.89191859724e-21,0.0,0.0
AWI0005d88,J083100.44+185806.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000s7e,J103639.10+441425.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI000437j,J110245.01-632940.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000y1k,J111714.49-594610.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005cwg,J111925.92-301922.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005da8,J112256.98-203731.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00043e8,J113252.86-652033.1,3400.0,None,None,2.5,None,None,5.29113976577e-10,1.61064956652e-11,-5.56319698967e-12,-2.44962726893,0.0159230051093,0.0166991895396,1.78114557906e-23,3.07773308795e-24,3.88588371516e-24
AWI0002dmo,J113505.30-554840.3,4500.0,None,None,5.5,None,None,3.14408799351e-10,3.33538594998e-12,2.89513476278e-12,-0.458255141826,0.0115940384916,0.0114713112931,1.33906535994e-12,1.68701470542e-13,1.89484596639e-13
AWI0005x9h,J114336.83-802900.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0002dny,J114401.39-552327.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00056ck,J121456.32-475654.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00056i5,J132026.77-491325.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000wqx,J132217.71+623337.9,4600.0,None,None,2.5,None,None,2.14212653329e-10,1.80575623224e-12,1.61801410089e-12,-1.35640123785,0.0134672808376,0.01315351331,3.66365173613e-18,5.49962597383e-19,6.23525690717e-19
AWI0005f32,J134909.18-541342.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005f42,J135331.70-523004.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005f4c,J135518.84-533142.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005f5v,J140353.79-534628.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000us7,J142409.74+581826.3,3500.0,None,None,4.0,None,None,4.23778568661e-10,4.30478869639e-12,2.84639485714e-12,-2.33001707174,0.0141190599524,0.0150147189007,4.21806537884e-23,6.6946734527e-24,8.29917500959e-24
AWI0005av7,J143944.28-402206.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000w9x,J144313.04+014928.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005cyr,J144458.63-280251.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000vag,J145820.26+150229.3,3900.0,None,None,2.5,None,None,6.98585472288e-10,8.30981327789e-13,7.97276046124e-12,-2.58135381038,0.0137665071919,0.0137102347902,6.28567669903e-24,9.66573246843e-25,1.12494365475e-24
AWI0000uji,J151147.67+101259.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000qxd,J152527.16+284914.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000v1z,J152954.11+234901.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000t35,J153456.23+335145.2,3800.0,None,None,2.5,None,None,2.12668733522e-10,1.73993232606e-12,1.26296421119e-12,-2.31235495268,0.015314411336,0.0152280184768,1.68673745678e-23,2.89130565199e-24,3.49294484045e-24
AWI0000tpu,J153716.27+331834.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00005x2,J153910.61-154639.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000tz1,J154030.20+370101.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005dyy,J154709.73+303356.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0000tsh,J155009.26+403823.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00004c1,J161241.51+054140.8,3400.0,None,None,2.5,None,None,3.05828978415e-10,7.07211580654e-12,-3.79576322579e-12,-2.44440486569,0.0171734410431,0.0177829695191,5.0876166079e-24,9.6425975633e-25,1.23664731956e-24
AWI0005b4j,J161808.54-224218.7,5500.0,None,None,2.5,None,None,2.56090279763e-10,2.33687539725e-12,1.78501020814e-12,-2.29133799624,0.0177263456337,0.017551989315,4.86074085332e-23,9.55901250417e-24,1.1602456055e-23
AWI0005b52,J162039.60-263428.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005b5k,J162224.95-232955.1,3000.0,None,None,2.5,None,None,2.03112666443e-10,3.6699515442e-12,-1.45108266004e-12,-0.943358375945,0.0151973062302,0.0155031833386,5.0160107691e-16,8.34359504366e-17,1.05115956809e-16
AWI00025ny,J162418.65-431516.5,3400.0,None,None,2.5,None,None,6.80703205955e-10,4.85812718577e-11,-3.64040667334e-11,-2.27856904909,0.0126592257879,0.0130525459113,2.94271587044e-22,4.11861135045e-23,4.94804912088e-23
AWI00000lj,J162754.20+061441.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005b80,J162932.66-254329.3,3000.0,None,None,5.0,None,None,2.05735844384e-10,-5.52191967591e-13,2.84380270888e-12,-0.932796126794,0.0128239741288,0.0131558310395,4.73026820092e-16,6.73191112402e-17,8.08900194449e-17
AWI0005b88,J163033.90-242806.5,3500.0,None,None,2.5,None,None,1.17582712654e-10,1.62890960628e-12,5.62523101201e-13,-1.36529079924,0.0179900445403,0.0185658058918,1.01273861257e-18,2.00328710416e-19,2.59581297876e-19
AWI0005dhk,J164021.30+075004.8,3400.0,None,None,2.5,None,None,6.24888889054e-10,1.36566508815e-11,-6.50994820239e-12,-2.37735568793,0.0133039049302,0.0128739922227,5.19905503024e-23,7.74102547939e-24,8.66691092812e-24
AWI0005gnp,J164540.79-310226.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00057qr,J164548.44-263858.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005dhx,J164837.40+351209.3,5600.0,None,None,4.0,None,None,1.31228709284e-10,1.57753785156e-12,9.68924165863e-13,-0.872073824023,0.011996399078,0.0126478750981,1.88916402091e-15,2.52888522335e-16,3.05864814198e-16
AWI0005di7,J165204.85+145827.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI000028h,J165556.61+241554.0,4800.0,None,None,2.5,None,None,5.08019052615e-11,2.98112333917e-13,2.62187877391e-13,-1.5066399414,0.0249421152179,0.0256802388461,3.63437472967e-20,9.66828988828e-21,1.36320388079e-20
AWI00005ko,J165920.60+131219.3,4100.0,None,None,2.5,None,None,4.96337560294e-11,-1.63166010799e-12,2.1922814302e-12,-1.24434092235,0.0216246534792,0.0220760490415,1.61734992438e-18,3.80189290484e-19,5.09040769858e-19
AWI0005bew,J170737.21-062607.2,4700.0,None,None,5.5,None,None,3.42670015342e-10,4.94400243381e-12,1.19691971224e-12,-2.12295206181,0.0148217866223,0.0156915367649,6.48083828388e-22,1.05586875782e-22,1.33599135685e-22
AWI0005844,J171043.91-220016.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005paa,J171307.83-532428.8,3500.0,None,None,2.5,None,None,5.86542283192e-10,1.97149009801e-11,-1.21832269195e-11,-1.27893754522,0.0128523726493,0.0129839447041,5.20699822397e-17,7.37844472532e-18,8.70479660808e-18
AWI0005djv,J172007.53+354103.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005igi,J172452.23-185133.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005bjo,J172734.02-020656.8,3900.0,None,None,5.0,None,None,6.60541073253e-11,-6.26375360331e-13,1.41169103812e-12,-0.735752712438,0.0179159357056,0.017356715077,1.94570310924e-15,3.88294573112e-16,4.62474073808e-16
AWI0005bk4,J172944.28-061340.5,3400.0,None,None,2.5,None,None,3.01604331821e-10,9.02066199446e-12,-1.50239814517e-12,-1.46171734422,0.0155197466478,0.015261865748,1.59268059521e-18,2.69744095734e-19,3.19402367855e-19
AWI00000om,J173129.67+601156.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00001l8,J173254.69+404312.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005dkx,J173832.90+425112.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005bow,J175911.27+135417.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005d5p,J180230.72+583738.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0005bps,J180533.55+182643.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI00059aj,J180611.37+035840.5,3600.0,None,None,2.5,None,None,2.0230291506e-10,7.1302963106e-12,-4.52201654015e-12,-1.67368262425,0.0163913327083,0.0167399687311,5.32246105602e-20,9.57855146801e-21,1.19895104783e-20
AWI0005brt,J182004.41+292653.3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0002lxd,J182016.88-031207.4,3400.0,None,None,2.5,None,None,4.87789102987e-10,5.33140760175e-11,-4.29542945117e-11,-2.39378588515,0.0163106604151,0.017263893576,4.09140233183e-23,7.12870461152e-24,9.31743999402e-24
AWI0002lxl,J182032.53-022049.6,3400.0,None,None,2.5,None,None,4.81813158548e-10,6.01243372925e-11,-4.80336407833e-11,-1.916592432,0.0156595116828,0.0153166158345,1.47658849867e-20,2.51848850865e-21,2.97508206344e-21
AWI0002ao1,J182614.45-013250.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
AWI0002001,J182717.07-041838.0,3400.0,None,None,2.5,None,None,1.6331226417e-10,6.89151525719e-12,-3.93752675973e-12,-1.02532868262,0.0130012524129,0.0130429759503,1.87854952324e-16,2.72649019655e-17,3.2433204574e-17
